Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2009-01-09,15,8.6,17.9,0.8,1.2,5.8,WSW,41.0,ESE,13.0,35.0,1019.2,3.0,17.3,No,No
2009-01-20,15,12.2,28.4,0.0,2.8,5.6,NW,54.0,ESE,13.0,48.0,1000.8,7.0,22.3,No,No
2009-01-24,15,14.3,21.2,0.2,8.4,9.4,WSW,59.0,W,24.0,29.0,1002.8,2.0,19.4,No,No
2009-02-03,15,11.5,20.1,0.4,4.4,3.7,S,30.0,SE,20.0,57.0,1017.1,3.0,18.9,No,No
2009-02-15,15,13.0,18.8,0.0,4.6,6.7,SSE,41.0,SSE,20.0,67.0,1024.8,7.0,15.0,No,No
2009-02-18,15,12.2,23.2,0.0,5.2,8.8,ESE,33.0,SE,24.0,63.0,1015.5,6.0,20.9,No,No
2009-02-24,15,10.4,16.8,33.0,9.6,2.3,NW,74.0,SSW,22.0,87.0,1006.1,8.0,14.3,Yes,Yes
2009-03-08,15,10.9,16.7,0.2,4.0,10.5,WSW,41.0,SE,20.0,52.0,1022.1,4.0,15.2,No,No
2009-03-10,15,11.7,17.7,0.0,5.6,10.1,SE,31.0,ESE,17.0,56.0,1025.5,1.0,17.0,No,No
2009-03-15,15,11.7,20.4,36.4,6.4,8.4,NW,48.0,NNW,17.0,38.0,999.5,3.0,19.5,Yes,Yes
2009-03-19,15,13.2,26.5,0.0,2.8,10.7,NW,46.0,ESE,13.0,40.0,1008.8,5.0,23.5,No,No
2009-03-25,15,14.2,21.1,0.0,2.6,1.4,SE,24.0,SE,17.0,59.0,1013.2,7.0,20.2,No,No
2009-03-30,15,11.3,15.4,0.0,3.0,0.1,SE,30.0,ESE,9.0,51.0,1032.6,7.0,14.9,No,Yes
2009-04-02,15,14.2,24.7,0.0,5.2,2.7,NNW,44.0,NNW,20.0,51.0,1018.1,7.0,23.8,No,No
2009-04-04,15,10.3,17.0,1.4,0.4,8.0,NW,56.0,NW,24.0,42.0,1015.1,5.0,15.8,Yes,No
2009-04-11,15,10.5,20.4,1.2,2.6,6.9,NNW,28.0,SE,11.0,60.0,1021.5,2.0,18.3,Yes,No
2009-04-17,15,11.2,19.3,0.0,3.8,4.3,N,48.0,N,15.0,56.0,1011.3,7.0,16.8,No,No
2009-04-28,15,4.1,11.3,0.4,2.0,6.9,SW,48.0,SSW,17.0,55.0,1018.9,2.0,10.2,No,No
2009-06-01,15,2.9,10.9,0.0,0.6,7.4,NW,37.0,NNW,15.0,57.0,1033.3,3.0,10.7,No,No
2009-06-25,15,6.2,12.2,0.8,1.4,0.0,S,44.0,S,22.0,95.0,1005.6,8.0,11.7,No,Yes
2009-06-27,15,10.2,12.0,1.6,0.0,0.3,SSE,24.0,ESE,4.0,72.0,1007.8,6.0,11.8,Yes,No
2009-07-06,15,5.1,8.6,2.0,0.6,4.5,SSW,63.0,SSW,22.0,61.0,1018.7,6.0,7.7,Yes,No
2009-08-01,15,8.4,15.5,0.0,1.8,8.1,WSW,100.0,WSW,46.0,41.0,1009.5,3.0,11.7,No,Yes
2009-08-04,15,6.3,13.4,9.8,4.4,8.3,NW,94.0,NNE,9.0,46.0,1007.8,5.0,12.5,Yes,No
2009-08-07,15,10.7,12.1,0.6,4.8,4.5,NW,85.0,S,15.0,55.0,1008.3,3.0,9.3,No,No
2009-08-27,15,4.9,13.2,10.6,2.6,5.5,WNW,67.0,NW,30.0,76.0,993.1,7.0,10.3,Yes,Yes
2009-08-30,15,4.3,11.6,8.6,0.6,7.2,W,89.0,WNW,31.0,53.0,994.8,4.0,10.9,Yes,Yes
2009-09-03,15,7.4,18.6,0.0,1.8,5.8,N,61.0,N,31.0,44.0,1004.5,4.0,17.1,No,No
2009-09-17,15,12.0,16.6,0.2,2.8,0.0,NNW,54.0,SE,20.0,92.0,1008.5,8.0,11.1,No,Yes
2009-09-29,15,3.1,14.0,0.0,3.2,11.1,ESE,22.0,SE,15.0,59.0,1009.5,6.0,12.6,No,No
2009-10-05,15,8.2,15.9,0.0,2.6,2.1,W,52.0,NW,17.0,69.0,1016.9,8.0,12.0,No,Yes
2009-10-06,15,5.8,10.4,3.2,3.0,9.9,SSW,54.0,SSE,31.0,46.0,1025.9,5.0,8.9,Yes,Yes
2009-10-17,15,7.1,15.4,1.6,2.0,7.0,ESE,30.0,ESE,15.0,64.0,1021.0,7.0,13.8,Yes,No
2009-11-14,15,12.6,16.4,0.0,4.0,7.1,NNW,43.0,ESE,26.0,52.0,1012.1,1.0,15.9,No,No
2009-11-17,15,9.9,16.9,9.2,4.8,6.1,SSW,26.0,SE,13.0,56.0,1010.6,5.0,15.8,Yes,No
2009-11-27,15,12.4,13.3,0.8,3.4,0.0,S,37.0,S,17.0,70.0,1010.6,8.0,12.5,No,Yes
2009-12-02,15,8.4,20.0,0.0,3.6,12.9,ESE,30.0,SE,20.0,58.0,1021.1,2.0,19.3,No,No
2009-12-09,15,10.2,21.2,0.0,2.8,10.5,WNW,67.0,NW,28.0,39.0,1001.5,5.0,20.1,No,No
2010-01-05,15,12.7,25.2,0.0,7.2,6.4,WNW,56.0,NNW,26.0,29.0,1009.3,6.0,24.6,No,No
2010-01-24,15,9.1,21.1,0.0,6.8,10.5,SSE,43.0,SE,24.0,46.0,1012.8,6.0,20.4,No,No
2010-01-25,15,13.2,21.7,0.0,6.0,9.0,SSE,33.0,SE,19.0,51.0,1012.9,1.0,20.9,No,No
2010-01-29,15,14.8,22.0,0.0,7.6,11.7,SW,48.0,SSW,30.0,29.0,1013.6,2.0,20.0,No,No
2010-01-31,15,16.3,35.3,0.0,6.6,10.3,NNW,74.0,NNW,48.0,23.0,1002.6,4.0,33.6,No,No
2010-02-19,15,11.9,24.0,0.0,5.0,12.0,SE,35.0,SE,19.0,48.0,1019.3,1.0,23.6,No,No
2010-02-20,15,14.8,31.7,0.0,4.0,8.3,NNW,72.0,SE,13.0,45.0,1004.3,6.0,27.8,No,No
2010-03-07,15,17.3,28.1,0.0,,3.8,NNE,31.0,NE,17.0,55.0,1015.9,2.0,27.5,No,Yes
2010-03-15,15,13.1,29.8,0.0,4.4,6.3,NNW,43.0,NW,22.0,26.0,1017.7,5.0,27.8,No,No
2010-03-16,15,16.5,25.0,0.0,6.2,8.4,SE,30.0,SE,19.0,52.0,1018.7,4.0,24.4,No,No
2010-03-20,15,15.3,20.4,0.0,5.8,1.3,WNW,48.0,NW,11.0,45.0,1015.2,7.0,18.6,No,No
2010-03-27,15,11.3,17.4,0.0,3.6,0.5,ESE,22.0,E,9.0,56.0,1023.3,7.0,15.3,No,No
2010-04-03,15,9.3,16.4,0.0,1.8,5.1,SW,35.0,SSE,13.0,55.0,1026.2,6.0,15.1,No,No
2010-04-12,15,7.0,16.3,4.2,2.8,2.8,SW,65.0,SW,24.0,59.0,1008.3,6.0,15.6,Yes,No
2010-04-26,15,3.6,16.2,0.0,2.6,8.4,NW,43.0,NW,20.0,38.0,1018.9,1.0,15.9,No,No
2010-04-27,15,7.0,15.9,0.4,1.4,8.0,W,52.0,SW,9.0,53.0,1010.5,3.0,13.1,No,No
2010-04-29,15,11.7,16.6,3.6,4.0,5.3,W,91.0,SSW,13.0,46.0,1010.2,7.0,14.2,Yes,No
2010-05-20,15,5.9,12.3,5.0,1.2,,SSW,37.0,SSW,15.0,73.0,1021.7,5.0,10.0,Yes,Yes
2010-05-25,15,4.4,14.1,0.4,0.4,2.8,N,15.0,SE,9.0,77.0,1015.6,6.0,13.0,No,No
2010-06-04,15,4.9,14.9,0.0,1.4,3.8,NNW,39.0,NNW,22.0,64.0,1018.3,7.0,14.1,No,No
2010-06-10,15,3.5,12.8,3.2,1.4,3.6,WSW,46.0,N,24.0,58.0,1007.5,6.0,12.4,Yes,No
2010-06-22,15,6.0,14.0,0.0,1.0,5.2,NNW,24.0,N,9.0,54.0,1038.9,1.0,13.5,No,No
2010-06-24,15,2.7,16.0,0.0,0.8,4.3,N,57.0,N,33.0,53.0,1020.5,7.0,14.6,No,No
2010-06-25,15,8.5,17.5,0.0,1.0,0.4,N,48.0,NW,13.0,87.0,1009.7,8.0,13.9,No,Yes
2010-07-02,15,2.5,12.3,0.0,0.8,8.2,NW,28.0,NW,9.0,56.0,1020.8,1.0,11.9,No,No
2010-07-04,15,4.6,13.2,0.0,1.0,3.8,NW,46.0,NW,26.0,59.0,1023.0,7.0,13.0,No,No
2010-07-14,15,6.9,14.1,0.2,2.8,5.5,N,43.0,NW,28.0,48.0,993.0,7.0,11.7,No,No
2010-07-26,15,4.2,16.2,0.0,3.2,7.2,WNW,50.0,NW,15.0,52.0,1026.1,4.0,14.8,No,No
2010-08-07,15,1.7,12.3,0.4,1.4,8.0,NNW,30.0,NNW,11.0,38.0,1022.4,3.0,12.2,No,No
2010-08-11,15,6.9,12.1,16.8,2.2,0.0,S,80.0,S,33.0,94.0,1002.0,8.0,11.7,Yes,Yes
2010-08-21,15,6.0,14.5,13.6,1.8,7.5,WNW,54.0,W,24.0,44.0,1003.8,6.0,13.3,Yes,No
2010-09-04,15,5.8,10.9,5.8,2.4,0.1,NNW,15.0,,0.0,96.0,993.1,8.0,9.4,Yes,Yes
2010-10-02,15,4.9,16.1,1.6,3.4,11.0,ESE,24.0,SE,15.0,55.0,1028.3,1.0,15.4,Yes,No
2010-10-18,15,8.2,12.2,0.0,3.2,5.6,SSW,72.0,SW,33.0,69.0,1011.6,6.0,8.2,No,Yes
2010-10-24,15,3.9,19.6,0.4,3.8,12.1,NW,50.0,N,13.0,29.0,1019.7,3.0,18.5,No,No
2010-10-30,15,12.7,19.7,0.0,6.8,3.2,N,33.0,SE,19.0,74.0,1008.9,7.0,18.2,No,Yes
2010-11-01,15,9.9,17.7,5.2,4.4,6.3,NNW,50.0,NNW,20.0,41.0,1011.6,5.0,16.9,Yes,No
2010-11-08,15,13.4,22.8,1.0,5.6,11.0,NNW,57.0,NW,31.0,27.0,1006.1,7.0,21.9,No,No
2010-12-05,15,10.6,15.2,0.2,6.8,1.5,SE,30.0,SE,15.0,53.0,1019.7,,14.3,No,No
2010-12-21,15,9.5,14.9,0.2,5.4,7.0,WSW,57.0,WSW,30.0,72.0,1006.2,,10.4,No,Yes
2011-01-02,15,12.8,19.9,0.0,7.4,12.1,NNW,48.0,NW,15.0,34.0,1012.1,,18.8,No,No
2011-01-06,15,11.9,19.9,0.0,4.2,8.4,SE,41.0,SE,26.0,55.0,1011.4,,17.5,No,No
2011-01-11,15,15.5,19.6,2.2,3.8,0.0,SE,26.0,ESE,15.0,83.0,1018.7,,19.2,Yes,Yes
2011-01-31,15,13.4,19.7,0.2,3.2,0.6,SSW,30.0,ENE,13.0,66.0,1012.1,,19.1,No,Yes
2011-02-17,15,16.5,21.1,0.0,4.6,2.8,S,54.0,S,24.0,83.0,1015.0,,15.1,No,No
2011-02-23,15,9.2,22.5,0.0,1.2,12.7,ESE,30.0,ESE,15.0,47.0,1019.3,,21.1,No,No
2011-02-26,15,12.8,21.8,0.0,2.4,4.6,W,43.0,N,15.0,61.0,1006.9,,18.8,No,No
2011-05-03,15,6.9,17.2,0.0,1.2,7.3,,,W,7.0,44.0,1016.8,,16.7,No,No
2011-05-09,15,5.5,11.2,2.2,1.2,2.9,SSW,35.0,S,13.0,69.0,1023.2,,10.6,Yes,No
2011-05-20,15,11.8,18.1,0.0,2.4,1.8,N,48.0,NE,6.0,77.0,1020.1,,15.7,No,No
2011-05-28,15,2.5,13.1,0.0,1.6,8.5,NW,37.0,NW,20.0,48.0,1020.0,,13.1,No,No
2011-06-03,15,5.0,15.7,0.0,0.8,0.9,N,39.0,NNW,7.0,63.0,1006.7,,13.6,No,No
2011-06-09,15,7.9,10.2,14.2,2.2,1.6,S,65.0,S,22.0,89.0,1020.8,,9.5,Yes,Yes
2011-06-12,15,3.2,12.8,0.4,0.4,4.2,NNW,26.0,NNW,7.0,60.0,1030.0,,12.3,No,No
2011-06-18,15,7.0,10.7,0.4,0.8,5.8,NNW,48.0,SW,20.0,51.0,1005.7,,10.4,No,No
2011-06-20,15,5.4,16.6,1.8,0.6,5.7,NW,87.0,NNW,43.0,43.0,988.5,,16.3,Yes,Yes
2011-07-01,15,6.2,13.6,0.0,0.6,5.9,NNW,39.0,NNW,17.0,56.0,1026.0,,13.4,No,No
2011-07-07,15,3.4,11.4,0.2,1.2,7.3,NW,85.0,ENE,13.0,45.0,1007.3,,10.8,No,No
2011-07-09,15,6.7,11.3,10.4,2.4,0.9,WNW,100.0,W,44.0,45.0,998.2,,10.8,Yes,Yes
2011-07-18,15,4.6,12.7,0.0,0.4,4.3,NW,28.0,ESE,4.0,73.0,1018.1,,10.9,No,No
2011-07-24,15,1.1,10.9,0.0,0.6,8.7,NNW,50.0,N,13.0,47.0,1018.3,,10.8,No,No
2011-07-30,15,8.7,16.1,0.2,1.2,2.3,NNW,46.0,N,9.0,53.0,1010.5,,15.3,No,No
2011-08-05,15,9.1,10.8,3.4,2.8,0.3,NW,30.0,SW,19.0,92.0,1016.9,,10.4,Yes,Yes
2011-08-07,15,6.9,9.2,4.2,0.6,0.0,SSW,41.0,S,22.0,81.0,1018.0,,8.2,Yes,Yes
2011-08-11,15,6.9,9.6,0.2,1.4,0.0,SW,19.0,SE,9.0,60.0,1019.9,,8.9,No,No
2011-08-22,15,7.0,17.9,0.0,1.2,9.7,NNW,30.0,N,19.0,49.0,1033.9,,17.5,No,No
2011-08-23,15,8.3,18.9,0.0,1.8,10.0,NW,54.0,NNW,26.0,34.0,1022.3,,18.4,No,No
2011-08-25,15,11.9,20.2,0.2,4.8,6.3,WNW,109.0,NNW,33.0,67.0,1003.3,,12.0,No,Yes
2011-08-26,15,6.2,15.0,4.0,3.2,10.1,NNW,46.0,N,20.0,47.0,1018.3,,13.4,Yes,No
2011-08-29,15,6.9,12.1,6.4,3.8,7.4,WSW,67.0,W,15.0,49.0,1014.0,,10.4,Yes,No
2011-08-31,15,9.0,14.5,0.6,1.0,6.3,NNW,41.0,ENE,9.0,41.0,1019.0,,14.5,No,No
2011-09-03,15,5.1,17.5,0.0,2.2,3.8,NW,50.0,N,19.0,53.0,1016.5,,16.8,No,No
2011-09-09,15,5.7,11.9,0.0,1.6,6.9,SSW,48.0,SW,15.0,53.0,1010.0,,9.7,No,No
2011-09-21,15,8.7,19.9,0.2,4.0,9.7,NW,78.0,NW,31.0,50.0,1004.4,,17.3,No,No
2011-09-22,15,12.0,21.5,0.2,3.0,10.2,NW,78.0,NNW,31.0,29.0,1004.6,,20.8,No,Yes
2011-09-26,15,3.9,16.7,0.0,3.2,8.4,SSW,33.0,ESE,11.0,44.0,1018.5,,15.0,No,No
2011-09-30,15,7.9,13.3,1.4,1.6,6.8,SSW,46.0,S,24.0,68.0,999.4,,10.5,Yes,Yes
2011-10-06,15,9.6,14.1,0.8,3.2,0.0,SE,15.0,ESE,6.0,87.0,1017.1,,12.5,No,Yes
2011-10-12,15,7.0,17.1,0.8,5.0,10.1,WSW,39.0,SW,20.0,44.0,1015.7,,16.1,No,No
2011-10-14,15,8.6,22.1,0.0,2.8,7.1,N,35.0,NNE,15.0,36.0,1013.2,,21.7,No,No
2011-10-22,15,8.6,17.9,0.2,3.4,11.7,SE,31.0,ESE,20.0,48.0,1020.4,,17.5,No,No
2011-10-25,15,2.8,16.5,2.2,3.4,11.1,SW,41.0,SE,9.0,41.0,1016.9,,15.6,Yes,No
2011-11-02,15,8.4,16.1,0.8,2.6,8.9,SSW,57.0,W,22.0,35.0,1008.8,,15.4,No,No
2011-11-24,15,8.7,22.6,0.0,6.8,13.4,ESE,33.0,ESE,17.0,52.0,1026.8,,19.7,No,No
2011-11-29,15,11.8,28.9,0.2,2.4,5.2,NW,63.0,NNE,15.0,43.0,1000.2,,28.1,No,Yes
2011-12-02,15,5.8,18.9,0.4,3.8,11.9,NNE,28.0,SE,15.0,47.0,1020.7,,17.2,No,No
2011-12-06,15,7.9,19.5,0.0,3.0,11.6,S,33.0,SE,19.0,98.0,1019.7,,19.4,No,No
2011-12-20,15,15.4,19.1,21.6,6.2,7.6,S,50.0,S,33.0,55.0,1017.1,,18.3,Yes,No
2012-01-22,15,11.2,20.9,0.0,6.2,11.6,ESE,37.0,SE,22.0,51.0,1027.1,,19.7,No,No
2012-02-14,15,14.2,22.3,0.0,5.2,9.6,SSE,31.0,ESE,20.0,60.0,1021.2,,22.0,No,No
2012-02-18,15,11.6,17.1,2.4,0.8,0.0,WSW,20.0,S,6.0,81.0,1020.9,,15.5,Yes,No
2012-02-20,15,13.6,18.7,5.2,2.8,4.3,SSW,50.0,S,20.0,55.0,1016.7,,17.7,Yes,No
2012-02-22,15,14.1,22.5,0.0,3.2,8.4,SE,33.0,ESE,26.0,62.0,1014.5,,19.4,No,No
2012-02-25,15,14.6,38.8,0.0,6.8,12.5,NW,59.0,NW,26.0,12.0,1010.4,,38.7,No,No
2012-02-26,15,22.2,36.0,0.0,8.8,7.8,N,65.0,NNW,35.0,16.0,1005.3,,35.7,No,No
2012-03-06,15,13.1,16.6,1.6,6.0,1.0,SSW,57.0,S,24.0,59.0,1025.5,,13.8,Yes,Yes
2012-03-07,15,11.4,15.5,2.6,3.4,1.7,SSE,44.0,E,13.0,53.0,1035.3,,14.6,Yes,No
2012-03-11,15,10.6,22.0,0.0,4.0,7.6,NNW,44.0,NW,24.0,40.0,1014.1,,21.2,No,No
2012-03-12,15,12.1,18.6,0.0,4.0,5.6,ESE,30.0,SE,17.0,46.0,1020.6,,18.2,No,No
2012-03-14,15,14.8,22.0,0.0,5.8,7.6,S,35.0,SE,17.0,62.0,1016.7,,21.2,No,No
2012-03-21,15,18.3,24.1,0.0,7.8,1.9,WNW,65.0,NW,22.0,71.0,995.9,,15.1,No,Yes
2012-04-02,15,9.8,24.0,0.0,2.6,9.4,N,52.0,NNW,30.0,31.0,1009.3,,22.7,No,No
2012-04-07,15,10.8,16.3,8.0,4.0,7.0,SSW,72.0,SSW,9.0,,1013.3,,12.9,Yes,No
2012-04-13,15,9.6,23.4,0.0,3.8,10.1,NW,43.0,NNW,19.0,31.0,1021.4,,22.8,No,No
2012-04-22,15,10.6,20.1,0.2,1.2,4.0,NNW,44.0,NW,13.0,76.0,1000.5,,17.5,No,No
2012-04-26,15,8.6,16.1,0.0,1.8,7.0,SW,43.0,SW,22.0,50.0,1016.2,,13.4,No,No
2012-05-02,15,10.4,11.1,5.4,2.0,0.0,SW,50.0,S,28.0,77.0,1022.2,,9.7,Yes,Yes
2012-05-08,15,8.7,18.1,0.4,2.2,4.6,NW,28.0,NNW,9.0,59.0,1009.8,,17.3,No,No
2012-05-19,15,9.9,14.4,0.8,1.0,5.6,SSW,41.0,WSW,15.0,43.0,1019.3,,13.0,No,No
2012-05-27,15,9.8,14.6,0.8,1.6,5.3,NW,52.0,NNW,17.0,58.0,1016.1,,12.9,No,No
2012-06-13,15,4.9,14.5,0.2,0.6,7.5,NNW,35.0,NNE,9.0,68.0,1020.1,,12.8,No,No
2012-06-28,15,0.9,12.7,0.0,1.2,6.6,N,43.0,NNW,17.0,53.0,1011.9,,12.4,No,No
2012-07-21,15,2.1,15.2,0.0,2.2,7.6,NW,52.0,NE,9.0,55.0,1027.1,,14.3,No,No
2012-07-22,15,2.8,14.5,0.0,0.6,6.8,NNW,26.0,N,7.0,57.0,1028.9,,13.0,No,No
2012-07-23,15,2.7,12.5,0.2,1.2,8.8,NNW,30.0,NNW,13.0,61.0,1026.3,,12.3,No,No
2012-07-27,15,3.6,14.7,0.0,0.8,8.1,NNW,30.0,N,6.0,49.0,1010.3,,14.5,No,No
2012-08-06,15,3.1,9.0,15.0,3.4,5.2,WNW,80.0,WSW,22.0,50.0,1008.5,,8.5,Yes,No
2012-08-15,15,4.6,14.8,0.0,1.0,8.7,NNW,63.0,NNW,26.0,55.0,1000.2,,12.0,No,No
2012-08-27,15,6.3,16.2,0.2,1.6,3.1,NNW,61.0,NW,30.0,44.0,1011.0,,15.6,No,No
2012-09-03,15,7.0,16.8,0.0,2.2,10.1,NW,59.0,NW,30.0,33.0,1014.1,,16.0,No,No
2012-09-07,15,8.0,12.8,0.0,3.8,4.4,W,76.0,WSW,37.0,39.0,985.4,,9.3,No,Yes
2012-10-15,15,10.0,25.0,0.0,3.6,4.4,NW,57.0,NNW,24.0,30.0,1005.6,,23.2,No,No
2012-10-24,15,11.2,16.0,0.0,2.8,2.2,S,50.0,SE,19.0,80.0,1014.2,,11.3,No,Yes
2012-10-25,15,8.5,11.2,4.6,1.4,0.0,SSW,39.0,ESE,4.0,91.0,1006.0,,10.8,Yes,Yes
2012-10-27,15,6.3,16.3,0.4,2.4,12.0,SW,48.0,WSW,20.0,40.0,1016.0,,15.6,No,No
2012-11-02,15,8.7,15.1,0.6,2.6,7.2,WNW,48.0,SSW,20.0,51.0,1015.4,,13.4,No,No
2012-11-08,15,11.5,18.7,0.0,4.0,6.4,SSW,37.0,SE,20.0,76.0,1009.2,,14.7,No,Yes
2012-11-09,15,10.6,16.3,10.4,5.6,2.1,SW,43.0,SSW,17.0,83.0,1013.3,,10.5,Yes,Yes
2013-01-20,15,10.8,23.3,0.0,8.0,12.9,SE,31.0,SE,22.0,46.0,1014.2,,21.7,No,No
2013-03-02,15,12.9,20.2,0.0,4.6,9.2,SE,35.0,ESE,20.0,59.0,1028.0,,19.5,No,No
2013-03-10,15,17.5,18.2,0.4,2.0,0.0,SE,31.0,SSE,17.0,83.0,1021.1,,17.2,No,Yes
2013-03-13,15,20.5,28.8,0.0,8.0,5.9,NNW,87.0,NW,48.0,27.0,997.1,,24.3,No,No
2013-03-20,15,11.4,27.0,0.0,1.0,10.9,NNW,46.0,N,15.0,27.0,1016.8,,26.1,No,No
2013-03-25,15,10.3,21.7,2.0,5.4,10.7,NNW,35.0,ESE,20.0,44.0,1016.3,,19.0,Yes,No
2013-03-27,15,15.0,31.8,0.0,5.0,4.8,NNW,80.0,N,31.0,24.0,1000.7,,31.2,No,No
2013-04-01,15,10.1,18.8,0.0,4.8,3.9,NNW,57.0,NW,30.0,50.0,1005.3,,17.5,No,Yes
2013-04-02,15,12.2,16.3,1.4,3.8,8.1,W,52.0,SSW,26.0,40.0,1011.3,,14.7,Yes,No
2013-04-10,15,12.7,21.7,0.0,2.6,0.6,NNW,56.0,NW,28.0,44.0,1013.2,,21.1,No,No
2013-04-24,15,8.8,15.3,0.2,2.2,4.9,SW,54.0,SW,28.0,59.0,1012.6,,12.9,No,No
2013-05-11,15,11.3,22.4,0.2,1.6,7.6,N,39.0,N,13.0,46.0,1021.2,,22.2,No,No
2013-05-18,15,5.8,12.0,4.8,0.6,4.5,SW,39.0,SSE,15.0,80.0,1010.7,,8.7,Yes,No
2013-06-01,15,10.5,16.6,0.2,1.0,3.0,SSW,43.0,SSW,26.0,58.0,1008.0,,12.5,No,No
2013-06-08,15,7.3,15.9,0.0,4.0,7.0,NW,59.0,NNW,28.0,47.0,1019.9,,14.8,No,No
2013-06-14,15,7.1,10.4,0.2,0.0,1.5,SSW,44.0,SSW,26.0,74.0,1017.9,,10.1,No,Yes
2013-06-17,15,8.0,10.6,5.4,1.4,1.3,SSE,44.0,S,26.0,78.0,1017.7,,10.3,Yes,Yes
2013-07-01,15,11.7,18.3,0.0,1.8,5.6,W,98.0,W,41.0,40.0,1006.0,,16.6,No,Yes
2013-07-17,15,7.6,16.0,0.0,1.2,2.4,NW,43.0,SSW,13.0,63.0,1017.1,,15.0,No,No
2013-07-28,15,9.1,15.5,0.0,0.4,0.2,N,54.0,N,9.0,51.0,1015.4,,15.3,No,No
2013-08-06,15,2.4,13.0,1.8,1.8,6.2,WNW,69.0,W,22.0,45.0,995.2,,10.8,Yes,No
2013-08-13,15,5.1,13.7,0.0,1.0,7.2,NW,96.0,NW,56.0,45.0,991.1,,13.2,No,Yes
2013-09-02,15,9.5,20.5,0.8,1.8,10.3,NNW,46.0,NNW,20.0,27.0,1026.7,,20.2,No,No
2013-09-03,15,8.3,18.9,0.0,5.0,10.4,NW,41.0,SE,15.0,30.0,1032.8,,17.3,No,No
2013-09-10,15,7.3,16.0,3.4,1.2,9.6,WNW,80.0,NW,43.0,40.0,992.0,,13.6,Yes,Yes
2013-09-12,15,1.9,11.7,0.6,2.6,8.1,W,48.0,S,15.0,42.0,1020.2,,9.4,No,No
2013-09-15,15,3.2,16.0,0.0,1.4,10.2,NW,30.0,ESE,19.0,53.0,1017.1,,13.8,No,No
2013-10-01,15,8.3,15.0,31.2,5.8,4.2,WNW,81.0,NW,33.0,49.0,993.0,,11.9,Yes,Yes
2013-10-21,15,8.0,15.2,4.4,5.0,4.7,SE,35.0,NNE,6.0,48.0,1013.9,,14.4,Yes,No
2013-10-31,15,9.2,17.7,0.0,5.2,5.7,WNW,39.0,WNW,6.0,35.0,1018.9,,16.9,No,No
2013-11-05,15,5.6,17.0,0.0,3.6,12.9,SE,30.0,SE,19.0,52.0,1023.7,,15.6,No,No
2013-11-06,15,10.0,29.5,0.0,3.8,9.1,N,41.0,WNW,11.0,17.0,1009.0,,28.4,No,No
2013-11-20,15,8.7,13.1,3.0,3.0,0.1,S,35.0,SE,15.0,55.0,1016.4,,12.7,Yes,No
2013-11-23,15,12.6,13.9,2.2,2.4,0.0,S,57.0,SSW,37.0,82.0,1007.9,,12.6,Yes,Yes
2013-12-06,15,7.7,18.7,12.0,3.4,5.8,WSW,59.0,WSW,22.0,44.0,1009.4,,18.4,Yes,No
2013-12-09,15,12.4,18.4,0.0,5.2,7.9,ESE,39.0,SE,22.0,58.0,997.2,,16.6,No,No
2013-12-11,15,8.0,16.3,1.6,6.0,10.3,WNW,57.0,W,26.0,33.0,1000.9,,14.8,Yes,Yes
2013-12-17,15,11.9,21.0,0.0,6.6,8.7,ESE,35.0,SE,22.0,54.0,1019.5,,19.8,No,No
2014-01-10,15,11.8,29.9,0.0,6.2,11.3,NNW,50.0,SE,20.0,42.0,1011.8,,26.5,No,No
2014-01-20,15,11.9,20.7,0.0,7.0,7.6,ESE,35.0,SE,20.0,45.0,1010.3,,19.3,No,No
2014-02-19,15,13.5,21.9,1.2,4.2,4.2,SSW,20.0,S,11.0,74.0,993.0,,21.1,Yes,No
2014-03-04,15,13.9,30.2,0.0,4.8,11.5,N,46.0,N,15.0,27.0,1017.5,,28.3,No,No
2014-03-08,15,11.7,21.1,0.0,4.6,7.0,W,48.0,SE,15.0,57.0,1026.2,,20.1,No,No
2014-03-09,15,14.1,29.6,0.0,5.0,11.7,N,46.0,N,26.0,34.0,1017.5,,28.2,No,No
2014-03-15,15,15.4,27.3,0.0,3.4,3.3,NNW,76.0,NNW,37.0,29.0,996.1,,25.4,No,Yes
2014-03-26,15,14.2,21.7,0.0,4.6,8.0,ESE,26.0,ESE,15.0,59.0,1030.0,,19.9,No,No
2014-04-03,15,11.2,18.5,2.2,2.4,6.7,SW,54.0,WSW,31.0,49.0,1018.6,,16.2,Yes,No
2014-04-16,15,7.9,18.5,0.0,2.0,9.9,NW,26.0,ESE,13.0,63.0,1020.0,,17.3,No,No
2014-04-17,15,8.9,21.2,0.0,1.8,10.0,N,30.0,NE,15.0,41.0,1017.1,,20.5,No,No
2014-04-20,15,8.3,18.8,0.0,2.4,6.5,SW,57.0,NW,22.0,54.0,1007.5,,17.0,No,No
2014-05-05,15,6.1,13.4,2.2,1.2,1.2,SSW,52.0,SW,20.0,45.0,1010.6,6.0,11.0,Yes,No
2014-05-13,15,6.1,17.9,0.0,1.4,7.5,NNW,50.0,NNW,31.0,41.0,1020.0,2.0,17.8,No,No
2014-05-15,15,11.5,23.9,0.0,1.8,7.7,NNW,72.0,NW,22.0,37.0,1010.2,7.0,22.8,No,No
